cust_id,age_band,res_area,nbask,nitem,spend,nprodid,nprodcat,ipb_max,ipb_med,ipb_min,spb_max,spb_med,spb_min,prodctpb_max,prodctpb_med,prodctpb_min,dur_max,dur_med,dur_min,popcat_nbaskA,popcat_nbaskB,popcat_nbaskC,popcat_nbaskD,popcat_nbaskE,popcat_sizeA,popcat_sizeB,popcat_sizeC,popcat_sizeD,popcat_sizeE,popid_nbaskA,popid_nbaskB,popid_nbaskC,popid_nbaskD,popid_nbaskE,prodpriceA,prodpriceB,prodpriceC,prodpriceD,prodpriceE
01723984,1,1,8,10,1198,8,8,6,2,2,909,189,100,4,2,2,79,55,31,0,0,0,0,8,0,1,0,1,6,0,0,0,0,8,4,2,1,1,0
01723991,4,3,42,56,5478,40,34,15,8.5,6,1852,805.5,539,10,6,4,41,22,8,0,3,0,3,36,5,0,4,6,27,0,1,2,3,36,14,15,11,1,1
01724011,2,2,34,41,5282,34,28,13,9.5,9,2834,987.5,473,9,7.5,6,51,24,2,0,0,1,3,30,0,1,1,2,30,0,1,2,7,24,15,4,10,2,3
01724028,1,2,32,54,42361,27,20,21,18,15,21494,17105,3762,9,9,9,13,7.5,2,0,0,0,2,30,0,0,1,8,23,0,0,1,3,28,5,3,14,2,8
01724080,3,7,50,66,14530,49,43,24,22,20,5859,5732,2939,18,14,13,70,55,40,1,5,4,11,29,4,3,5,8,30,0,4,9,15,22,11,15,11,7,6
01724196,2,1,64,74,7140,60,39,12,5.5,1,1568,342,45,9,3.5,1,51,2,1,0,0,1,4,59,0,1,2,10,51,0,1,3,6,54,34,14,4,4,8
01724219,1,1,22,23,3909,19,19,11,3,1,1643,540,229,11,2,1,26,13.5,7,0,0,2,2,18,0,1,0,4,17,0,2,1,6,13,9,6,3,0,4
01724226,8,1,97,116,11885,91,66,20,13,4,2552,1224,101,13,9,3,33,9.5,4,1,1,1,9,85,5,7,8,27,50,0,3,1,11,82,49,18,11,10,9
01724233,2,1,16,19,2032,16,12,16,2,1,1892,88,52,10,1,1,76,40.5,5,0,0,0,1,15,0,0,0,3,13,0,0,1,2,13,2,8,4,2,0
01724271,7,1,15,18,1930,14,13,11,9,7,1091,965,839,9,7,5,54,54,54,0,1,1,1,12,0,0,2,7,6,0,2,0,1,12,5,4,4,2,0
01724332,5,3,8,11,1672,8,7,8,5.5,3,1307,836,365,4,3.5,3,35,35,35,0,0,1,2,5,0,0,2,2,4,0,1,0,0,7,4,0,2,1,1
01724370,1,1,13,17,2175,13,12,13,8.5,4,1192,1087.5,983,10,6.5,3,83,83,83,0,1,0,4,8,0,1,1,1,10,0,1,3,2,7,4,4,4,0,1
01724400,1,2,12,12,922,12,10,9,6,3,795,461,127,7,5,3,6,6,6,0,0,0,1,11,0,1,0,3,8,0,0,1,5,6,3,4,5,0,0
01724462,10,3,15,34,5813,15,13,21,8,5,2463,2462,888,7,4,2,46,44,42,0,0,0,2,13,1,0,2,2,10,0,0,0,1,14,5,5,1,4,0
01724479,5,2,49,74,16380,49,41,22,6,1,10264,538,179,14,3,1,25,7.5,2,0,0,1,3,45,0,3,3,12,31,0,1,2,4,42,11,22,12,4,0
01724486,3,8,24,25,1852,24,20,16,7,2,1039,559,254,13,7,2,28,20.5,13,2,0,0,6,16,2,0,1,4,17,2,1,5,4,12,9,7,5,2,1
01724523,3,2,22,65,60370,18,16,26,17.5,4,33974,12910,576,8,4.5,4,2,1,1,0,0,0,1,21,1,1,2,5,13,0,0,0,2,20,8,5,5,3,1
01724547,4,1,16,24,3437,14,12,4,3,2,1354,199,52,3,2,1,49,7,1,0,0,0,0,16,0,0,2,7,7,0,0,0,0,16,9,0,3,1,3
01724615,2,7,6,6,746,6,5,3,3,3,453,373,293,3,2.5,2,23,23,23,0,0,2,2,2,0,0,1,1,4,2,0,1,1,2,3,0,0,2,1
01724752,10,6,454,548,60664,308,167,66,47.5,29,9171,5198.5,2615,40,34,18,15,9,5,0,2,13,48,391,13,19,28,80,314,3,13,47,89,302,159,124,111,45,15
01724783,2,2,5,5,340,5,5,2,2,1,131,110,99,2,2,1,53,29.5,6,0,0,0,0,5,0,0,0,0,5,0,0,0,1,4,1,3,1,0,0
01724790,4,2,102,135,21323,75,54,20,9,3,10796,706.5,272,15,5.5,2,39,5,1,0,0,1,3,98,1,2,8,22,69,0,0,0,4,98,48,28,14,8,4
01724844,3,5,19,21,2111,19,16,12,10.5,9,1140,1055.5,971,9,8.5,8,49,49,49,1,0,1,4,13,0,3,1,4,11,0,2,1,3,13,5,8,4,1,1
01724882,5,1,33,41,6232,32,24,24,20.5,17,3656,3116,2576,17,14,11,32,32,32,0,0,0,0,33,0,0,0,10,23,0,0,0,2,31,10,8,7,3,5
01724974,3,7,47,73,24935,37,29,25,17.5,13,11280,6274.5,1106,15,9,7,57,13,9,0,3,1,2,41,2,1,2,4,38,1,3,2,5,36,20,7,5,7,8
01724998,2,6,59,72,13652,54,39,23,10,8,4703,2062,875,14,7.5,3,40,20,6,0,2,6,5,46,1,5,5,5,43,1,5,10,8,35,14,16,13,9,7
01725001,6,2,10,15,4237,9,6,11,2,2,4085,100,52,5,1,1,33,17,1,0,0,0,1,9,0,0,0,2,8,0,0,1,2,7,3,2,3,1,1
01725032,3,2,22,29,5900,20,17,14,6.5,2,4038,764,334,11,3,2,55,42,2,0,0,0,3,19,0,0,2,1,19,0,0,1,2,19,4,6,6,3,3
01725049,4,2,114,126,12522,96,63,26,11.5,8,3318,1111,357,22,8,3,26,8,7,0,0,1,4,109,1,4,8,11,90,0,0,3,10,101,45,37,13,18,1
01725056,4,2,53,79,10326,51,40,28,10,8,4460,1546,694,14,7,6,13,8,6,0,0,4,0,49,0,3,7,12,31,0,0,3,8,42,14,15,11,10,3
01725117,2,3,30,33,3623,29,25,13,9.5,1,1502,961,199,10,8,1,52,21,7,0,1,1,2,26,2,0,1,10,17,0,0,2,4,24,9,8,5,5,3
01725186,5,1,15,20,1808,15,13,16,10,4,1529,904,279,9,6.5,4,42,42,42,0,0,0,2,13,1,1,1,4,8,0,0,0,1,14,5,4,3,3,0
01725254,5,6,10,14,5123,9,7,11,2,1,4704,260,159,6,1,1,22,19,16,0,0,0,0,10,0,0,0,3,7,0,0,0,2,8,0,4,2,2,2
01725261,6,1,49,53,14997,42,35,14,6.5,2,4133,1137.5,254,12,5.5,2,35,14,5,0,0,2,9,38,2,0,4,8,35,0,1,5,10,33,8,10,8,11,12
01725278,6,1,10,35,13936,10,9,10,3,2,5940,396,32,2,1,1,34,10,4,0,0,0,0,10,0,0,1,7,2,0,0,0,0,10,2,3,3,1,1
01725292,6,1,35,57,8151,34,24,17,2,1,1880,284,40,5,1,1,34,4.5,1,1,1,1,6,26,1,1,2,9,22,1,6,6,8,14,18,6,2,3,6
01725513,4,1,45,58,3772,36,31,12,5,2,1121,390,31,7,4,2,35,8.5,1,0,0,1,1,43,2,0,4,14,25,0,0,0,3,42,29,8,5,1,2
01725568,7,2,59,87,11521,55,33,32,14,1,5060,1413,145,19,9,1,35,15,5,0,0,0,4,55,0,2,2,14,41,0,1,1,6,51,35,12,5,6,1
01725582,2,3,8,9,8874,8,6,6,4.5,3,5364,4437,3510,5,3.5,2,27,27,27,0,0,1,2,5,0,0,1,0,7,1,1,2,1,3,0,1,0,0,7
01725612,3,1,22,27,2680,18,15,9,3,2,1230,269.5,122,7,2,1,53,10,1,0,0,1,5,16,1,1,3,3,14,0,0,0,7,15,7,10,1,3,1
01725711,3,5,29,47,10827,27,26,27,12,8,6549,2405,1873,15,11,3,34,20,6,0,0,4,10,15,0,4,4,7,14,0,1,2,9,17,7,6,11,1,4
01725728,1,2,40,41,2383,38,28,18,4,1,956,223,79,13,3,1,50,11,1,0,0,1,3,36,0,0,1,5,34,0,2,2,7,29,20,18,2,0,0
01725773,5,5,8,8,4188,8,8,6,4,2,3913,2094,275,6,4,2,66,66,66,0,0,0,1,7,0,0,2,2,4,0,2,0,1,5,1,3,1,2,1
01725858,4,5,35,41,3443,29,21,15,15,11,1663,1006,774,9,9,9,75,42.5,10,0,2,2,6,25,0,0,2,8,25,2,7,7,1,18,14,9,8,4,0
01725964,4,1,58,61,3779,43,35,12,4,2,1126,206,58,12,4,2,29,6.5,1,0,0,0,5,53,1,0,6,17,34,0,0,0,4,54,37,13,5,1,2
01725988,4,1,20,28,2315,20,16,10,5,2,829,525,77,6,3,2,34,27,6,0,0,0,0,20,0,0,1,2,17,0,0,0,1,19,12,7,1,0,0
01726022,2,2,91,129,25393,90,72,33,15,3,7677,1674,655,26,8,2,32,11,3,0,0,1,14,76,0,2,8,24,57,1,1,6,16,67,23,19,22,16,11
01726077,4,1,19,24,3549,19,17,19,3,2,3093,255,201,14,2,2,58,38.5,19,0,2,1,4,12,1,2,0,3,13,1,5,1,3,9,6,4,3,5,1
01726251,3,2,35,36,4616,35,30,15,12,9,1996,1490,1130,13,9,9,62,36.5,11,0,0,1,9,25,0,0,9,5,21,1,3,2,8,21,10,6,12,4,3
01726268,3,6,39,42,5949,38,31,15,9,3,1903,1059,573,12,6,3,20,19,11,0,0,2,7,30,1,1,5,7,25,1,1,7,10,20,8,12,3,9,7
01726275,4,4,3,12,572,3,3,6,6,6,360,286,212,2,1.5,1,77,77,77,0,0,0,0,3,0,0,1,2,0,0,0,0,0,3,2,1,0,0,0
01726282,1,1,3,8,2074,3,3,7,4,1,1939,1037,135,2,1.5,1,27,27,27,0,0,0,0,3,0,0,0,1,2,0,0,0,0,3,1,0,1,1,0
01726299,4,2,85,90,11924,78,54,16,5,1,2174,735,79,16,5,1,29,4,1,0,0,1,7,77,1,5,1,19,59,1,0,2,6,76,27,13,20,15,10
01726480,2,2,41,65,6870,39,30,25,12,1,3245,1090.5,73,11,5.5,1,38,11,3,0,3,1,4,33,0,0,7,14,20,0,4,2,2,33,13,11,11,6,0
01726497,3,3,27,36,8309,27,22,23,18,13,7258,4154.5,1051,15,11.5,8,63,63,63,0,0,2,1,24,0,0,4,4,19,0,2,0,2,23,13,9,3,0,2
01726534,6,1,119,155,14548,105,74,26,16.5,2,2735,1437.5,284,18,10,2,25,11,2,0,1,3,14,101,2,1,7,23,86,0,7,8,17,87,57,35,15,8,4
01726558,5,1,279,415,86511,219,149,77,8.5,1,34761,1002.5,81,40,5.5,1,14,3,1,1,7,13,27,231,8,13,24,57,177,2,10,20,46,201,106,79,50,32,12
01726602,10,6,46,70,14932,45,37,45,15,10,7848,4849,2235,26,8,7,23,15,7,0,0,1,6,39,0,2,6,13,25,1,1,1,10,33,18,6,11,8,3
01726619,6,3,58,63,6458,53,42,27,23,13,3296,2226,936,23,18,10,51,40,29,0,0,1,2,55,0,1,3,16,38,0,1,2,6,49,16,17,10,14,1
01726626,5,2,60,79,10353,55,42,41,39.5,38,6158,5176.5,4195,25,25,25,50,50,50,0,1,0,4,55,2,3,3,10,42,0,0,2,11,47,20,15,17,5,3
01726688,4,1,58,65,4199,54,36,44,32.5,21,2379,2099.5,1820,27,20,13,13,13,13,0,1,0,1,56,0,0,5,7,46,0,1,1,5,51,31,12,10,5,0
01726794,1,1,22,28,2632,21,17,13,11,4,1336,866,430,11,4,3,75,41,7,0,2,0,0,20,2,0,0,3,17,0,0,0,6,16,7,7,6,2,0
01726824,7,1,14,27,4369,13,10,16,13.5,11,2854,2184.5,1515,8,6.5,5,35,35,35,0,0,0,0,14,0,0,1,3,10,0,0,0,0,14,6,5,2,1,0
01726855,5,2,21,23,2371,21,17,13,11.5,10,1527,1185.5,844,11,9,7,11,11,11,0,0,0,0,21,0,0,1,1,19,0,0,0,1,20,5,8,4,2,2
01726879,5,4,32,41,6816,30,20,15,11.5,3,3193,1515,593,9,6,3,14,10,4,0,0,2,2,28,0,1,4,5,22,1,2,2,5,22,4,6,17,2,3
01726909,11,8,132,196,24787,111,71,49,28,25,6417,4099.5,2219,32,15.5,10,33,22,7,0,6,4,14,108,0,4,4,22,102,2,8,6,18,98,48,45,20,16,3
01727029,4,6,22,27,6814,19,16,14,13.5,13,4069,3407,2745,12,10.5,9,36,36,36,0,0,0,1,21,0,0,1,5,16,0,0,0,2,20,3,3,8,5,3
01727067,4,6,7,10,1078,7,6,8,5,2,1006,539,72,4,3,2,17,17,17,0,0,0,1,6,0,0,0,1,6,0,0,0,1,6,3,0,1,1,2
01727074,3,2,5,6,682,5,5,4,3,2,422,341,260,3,2.5,2,21,21,21,0,0,0,0,5,0,0,0,1,4,0,0,0,0,5,2,1,1,0,1
01727098,4,7,67,97,17089,66,53,45,18.5,15,6573,4158,2200,27,10.5,9,48,32,23,0,4,6,8,49,4,3,6,8,46,1,6,6,3,51,25,19,9,5,9
01727203,6,1,19,25,5660,19,18,11,5.5,3,3861,805,189,7,5,1,77,27,1,0,0,0,4,15,0,0,3,4,12,0,0,0,2,17,6,4,6,2,1
01727241,4,3,35,45,10988,33,25,19,15,11,6722,3041,1225,11,8,8,65,50,35,0,0,2,5,28,0,0,3,4,28,3,1,2,9,20,6,6,12,5,6
01727289,10,2,122,259,36262,95,58,37,11,1,5913,1221,17,14,4,1,14,5,1,1,1,4,5,111,1,2,11,20,88,4,5,4,6,103,59,29,9,18,7
01727296,5,1,71,82,7980,68,50,22,5,1,2077,737,37,16,4,1,26,8,1,0,1,1,5,64,1,1,2,19,48,2,0,3,8,58,33,16,16,5,1
01727302,7,5,64,74,5845,62,44,42,37,32,2977,2922.5,2868,31,24,17,78,78,78,0,0,1,3,60,0,3,3,14,44,0,0,1,13,50,25,23,11,4,1
01727371,3,7,18,20,2689,18,18,17,10,3,2289,1344.5,400,15,9,3,22,22,22,0,0,1,3,14,0,0,4,7,7,0,1,1,4,12,3,5,4,5,1
01727418,2,3,72,97,12590,63,45,34,13,8,3317,2076.5,1036,21,7.5,6,38,20,6,0,0,2,6,64,2,2,4,9,55,0,2,2,6,62,26,19,17,8,2
01727487,4,7,9,16,2307,8,8,12,8,4,2068,1153.5,239,5,4.5,4,22,22,22,0,0,0,0,9,0,0,1,1,7,0,0,0,1,8,4,4,1,0,0
01727500,2,1,30,35,2693,28,26,30,17.5,5,2391,1346.5,302,24,14,4,7,7,7,0,0,1,2,27,1,2,4,4,19,0,0,1,3,26,16,4,6,4,0
01727524,4,2,32,52,8996,29,24,19,11,1,3249,1538,799,10,6,1,40,21.5,9,0,0,0,4,28,0,0,2,1,29,0,0,1,6,25,16,5,4,3,4
01727548,5,1,4,5,1324,4,4,3,2.5,2,1152,662,172,3,2,1,105,105,105,0,0,0,0,4,0,0,0,0,4,0,0,2,2,0,2,0,1,0,1
01727586,4,2,128,160,37803,99,57,52,25,11,11462,7827,3925,30,15,5,35,25,14,0,0,1,2,125,0,1,7,16,104,0,0,9,5,114,43,31,22,15,17
01727609,5,1,63,89,20364,62,42,27,19,8,8287,4281,788,14,10,5,36,11.5,1,0,2,0,7,54,2,1,4,15,41,1,4,5,5,48,21,20,11,3,8
01727623,5,2,111,171,24373,97,58,17,8,1,5786,709,20,10,5,1,17,4,1,0,1,0,2,108,2,3,8,21,77,0,0,0,7,104,49,26,22,10,4
01727630,6,5,11,19,1507,8,7,13,9.5,6,955,753.5,552,7,4.5,2,30,30,30,0,0,0,0,11,0,0,0,3,8,0,0,0,1,10,5,6,0,0,0
01727692,4,2,28,37,3282,28,25,19,13,5,1467,1386,429,14,7,4,20,10.5,1,0,0,0,3,25,1,0,3,6,18,0,0,0,2,26,16,7,2,2,1
01727715,2,1,5,6,1548,5,5,4,3,2,1379,774,169,3,2.5,2,5,5,5,1,1,0,0,3,0,2,0,0,3,1,1,0,0,3,0,4,0,0,1
01727760,2,1,18,25,7283,15,10,9,6,4,3552,1669,393,5,3.5,2,46,30,20,0,0,2,2,14,2,0,0,4,12,0,1,1,0,16,6,6,1,1,4
01727784,6,2,17,42,2964,15,14,18,6,4,1216,272,199,6,3,2,33,19,8,0,0,0,0,17,0,0,3,6,8,0,0,0,1,16,9,3,5,0,0
01727883,6,2,16,27,930,8,4,8,7,5,300,234,162,3,2.5,2,9,6,4,0,0,0,0,16,0,0,1,1,14,0,0,0,0,16,16,0,0,0,0
01727944,2,3,8,10,2693,8,7,5,5,5,2244,1346.5,449,4,3.5,3,12,12,12,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,2,2,1,1,2
01727975,5,2,77,82,9129,65,53,17,3,1,1871,330,52,16,3,1,25,2,1,0,2,6,11,58,2,0,12,18,45,4,2,12,15,44,19,22,18,14,4
01728095,4,1,96,136,16296,87,53,42,34.5,25,7078,3202,2814,23,18.5,9,41,31,15,0,0,0,9,87,0,1,6,22,67,1,0,3,15,77,46,21,17,10,2
01728118,3,1,27,30,4270,24,17,14,6.5,3,2175,913,269,9,4.5,3,53,19,3,0,0,0,1,26,0,0,0,2,25,0,1,3,2,21,9,10,3,0,5
01728187,10,2,24,39,4434,20,18,13,6.5,1,1660,575.5,65,7,4,1,39,26,4,0,0,0,1,23,1,0,4,6,13,0,0,0,0,24,6,10,7,1,0
01728231,4,2,50,67,7901,48,45,39,20,8,6666,722,513,25,17,7,2,1.5,1,0,1,3,4,42,1,2,1,8,38,0,2,3,9,36,29,10,9,1,1
01728385,4,1,12,13,1778,12,11,6,3,1,1086,270.5,151,6,2,1,36,25,2,0,0,0,1,11,1,0,0,4,7,0,0,0,1,11,7,1,1,2,1
01728392,3,1,104,132,20802,95,73,18,8,2,4336,953,65,11,6,2,27,4,1,0,2,9,19,74,10,5,14,23,52,2,2,4,22,74,25,34,26,16,3
01728422,2,1,10,31,3804,9,7,14,5,1,1908,636,35,2,2,1,48,19.5,3,0,0,0,1,9,0,0,1,2,7,0,0,1,0,9,3,2,4,1,0
01728514,11,8,3,3,157,3,3,2,1.5,1,124,78.5,33,2,1.5,1,23,23,23,0,0,1,1,1,0,1,0,1,1,0,0,1,2,0,2,1,0,0,0
01728538,11,3,47,56,6288,46,34,15,8,2,1940,689,115,13,4.5,1,23,13,8,0,1,0,4,42,2,0,4,11,30,1,0,4,5,37,16,20,7,3,1
01728545,11,1,103,126,25929,95,65,48,18,5,7100,3799,2789,33,12.5,2,39,23,9,0,1,4,11,87,4,3,5,16,75,0,6,10,17,70,28,19,25,20,11
01728590,6,1,44,54,13874,41,32,24,11,8,10178,1564.5,567,17,7,4,42,35,21,0,0,3,1,40,4,0,0,15,25,3,1,0,3,37,10,16,11,3,4
01728613,6,1,13,20,2664,13,12,15,10,5,1709,1332,955,10,6,2,3,3,3,0,0,0,2,11,0,0,1,2,10,0,0,1,2,10,5,3,4,0,1
01728620,3,7,18,24,3617,18,14,15,12,9,3014,1808.5,603,7,7,7,57,57,57,0,0,1,1,16,0,0,1,4,13,0,0,1,0,17,9,7,1,1,0
01728668,5,2,39,58,13758,37,34,34,3.5,1,9892,606.5,29,18,3,1,40,5,1,0,0,1,4,34,1,1,2,10,25,1,1,2,5,30,8,8,11,8,4
01728705,2,1,48,57,8161,45,37,16,10,6,2360,1585,614,14,8,5,53,9.5,4,0,0,2,3,43,1,0,2,12,33,1,1,0,4,42,15,12,13,5,3
01728712,5,2,17,19,2837,17,14,15,9.5,4,2081,1418.5,756,13,8,3,48,48,48,0,0,0,1,16,0,1,1,4,11,0,0,2,2,13,2,4,3,5,3
01728781,2,1,30,40,2543,23,19,10,3,1,432,208.5,5,5,2,1,21,8,1,0,0,0,5,25,1,2,3,8,16,0,3,0,2,25,11,11,6,2,0
01728859,4,2,16,22,3873,16,15,10,8,4,1742,1549,582,6,6,4,79,46.5,14,0,0,0,1,15,0,1,4,5,6,0,1,1,3,11,4,2,7,1,2
01728941,7,6,15,27,13330,15,15,17,13.5,10,11889,6665,1441,9,7.5,6,10,10,10,0,0,1,3,11,0,0,2,3,10,1,1,0,1,12,2,1,5,6,1
01728958,7,5,36,37,2722,35,22,16,8.5,4,1004,678.5,361,12,6,3,14,14,13,0,0,0,0,36,1,0,2,13,20,0,1,3,3,29,13,13,6,4,0
01728996,3,1,13,20,1932,13,11,7,4,2,589,414,52,3,2,1,61,19,1,0,0,0,1,12,1,1,1,2,8,0,0,0,1,12,4,3,5,1,0
01729016,4,2,12,22,5526,12,11,8,7,7,2502,2081,943,5,4,2,27,15.5,4,0,0,4,1,7,0,2,1,4,5,0,2,0,4,6,4,4,1,0,3
01729023,3,2,34,39,4669,34,27,24,19.5,15,3592,2334.5,1077,17,14.5,12,41,41,41,0,0,1,3,30,0,0,3,6,25,0,2,1,3,28,12,12,6,4,0
01729030,4,6,10,11,853,10,7,8,5.5,3,640,426.5,213,4,3.5,3,68,68,68,0,0,0,0,10,0,0,1,2,7,0,1,0,1,8,5,2,1,1,1
01729047,4,2,34,48,4760,31,23,18,13.5,3,2154,1253,100,10,6.5,2,69,25,19,0,0,0,0,34,0,0,1,9,24,0,0,1,4,29,16,8,3,5,2
01729061,5,7,10,13,1819,8,8,4,2,1,516,320,38,4,1,1,29,6,3,0,0,1,0,9,1,0,0,0,9,0,0,0,1,9,4,1,3,0,2
01729214,6,2,45,75,22590,44,38,49,25,1,20357,1984,249,24,17,1,38,20,2,0,0,0,3,42,1,1,5,12,26,0,1,2,4,38,16,13,10,4,2
01729238,4,1,52,82,6129,44,26,34,29,19,2296,2102,1731,18,11,8,29,17,5,0,0,0,0,52,0,1,3,6,42,1,0,0,3,48,39,8,3,2,0
01729245,3,6,39,47,6387,39,32,26,23.5,21,3293,3193.5,3094,17,16.5,16,13,13,13,0,1,5,9,24,0,3,2,14,20,2,7,5,3,22,8,14,7,8,2
01729283,4,8,56,89,20659,52,41,36,3,1,4232,875,22,24,1,1,25,7,1,0,0,0,3,53,0,1,5,8,42,0,0,0,10,46,19,10,12,10,5
01729306,4,1,39,48,4417,38,30,19,13.5,2,2041,1010,356,16,9,1,54,41,12,0,1,1,3,34,1,1,4,9,24,1,0,1,5,32,22,9,3,3,2
01729351,6,1,49,58,4267,46,36,16,4.5,1,1341,246.5,99,11,3,1,28,9,3,0,0,0,0,49,0,0,2,6,41,0,0,0,2,47,22,15,8,4,0
01729511,8,2,20,20,5570,20,17,14,10,6,3015,2785,2555,13,9,5,14,14,14,0,1,1,6,12,0,1,2,4,13,1,3,2,3,11,5,6,3,3,3
01729528,3,7,47,56,9484,45,41,47,3.5,2,6289,1384.5,426,36,3,1,43,17,5,0,0,2,15,30,1,1,5,9,31,0,1,6,12,28,15,16,7,2,7
01729610,8,1,2,3,2780,2,2,2,1.5,1,2612,1390,168,1,1,1,38,38,38,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1
01729634,5,4,10,10,783,10,10,3,2.5,2,306,175,127,3,2.5,2,56,20,3,0,0,0,1,9,0,0,1,4,5,0,0,0,2,8,2,5,2,1,0
01729887,6,2,41,57,8133,41,32,19,6,1,3757,814,326,8,5,1,29,16,9,0,0,1,5,35,1,0,2,10,28,2,1,3,9,26,18,8,6,6,3
01729955,3,1,96,133,22894,88,67,36,20,3,5624,4525,75,22,11,3,28,18,1,0,0,4,14,78,3,1,7,22,63,0,5,12,9,70,28,21,21,16,10
01730005,7,5,13,57,21395,11,11,18,14,11,9036,5217.5,1924,4,3,3,74,19,12,0,0,0,0,13,0,0,2,7,4,0,0,0,0,13,3,2,3,5,0
01730012,3,1,43,47,3779,41,35,27,5.5,1,1938,327,99,20,5,1,50,12,4,0,1,0,9,33,1,1,3,12,26,0,1,3,6,33,20,11,7,3,2
01730036,4,6,6,7,610,5,5,5,3.5,2,465,305,145,4,3,2,105,105,105,0,0,0,0,6,0,0,0,2,4,0,0,0,0,6,2,3,1,0,0
01730104,4,1,19,26,12212,19,18,17,13,9,10246,6106,1966,14,9,4,9,9,9,0,0,0,0,19,0,0,1,4,14,0,0,0,0,19,5,4,6,1,3
01730128,4,7,34,38,10039,28,24,16,3.5,2,4543,641.5,228,13,2.5,2,46,13,6,0,0,0,6,28,0,1,4,10,19,0,0,5,5,24,5,7,9,6,7
01730234,1,2,13,14,809,13,9,10,3,1,559,155,95,7,1,1,28,15.5,3,0,0,2,1,10,0,0,1,3,9,0,1,3,1,8,8,2,3,0,0
01730333,4,7,23,41,8864,22,21,14,2,1,5214,758,32,8,1,1,45,15,1,0,0,0,1,22,0,0,1,4,18,0,1,1,3,18,8,7,3,3,2
01730555,6,7,78,103,12056,77,55,52,41,10,6404,4291,1361,30,22,6,98,52.5,7,0,0,4,4,70,1,3,9,16,49,0,5,3,20,50,22,28,20,8,0
01730616,6,7,33,34,5680,32,25,12,10.5,1,3390,932.5,425,11,9,1,94,14,7,0,1,2,1,29,1,0,2,7,23,0,3,1,8,21,10,12,4,2,5
01730647,3,6,21,25,2584,21,19,16,5,4,1977,402,205,10,5,4,19,12.5,6,0,1,0,1,19,0,0,1,3,17,0,3,0,3,15,8,4,3,3,3
01730722,3,2,97,105,11619,77,61,13,4,1,2791,399,49,11,4,1,12,4.5,1,0,2,1,5,89,0,1,14,13,69,2,4,5,13,73,24,40,16,10,7
01730876,4,2,40,41,6648,37,33,15,11,4,2853,1666,463,14,10,3,29,22,21,0,0,2,4,34,0,0,3,12,25,0,1,1,5,33,18,7,6,3,6
01730883,1,1,23,37,8933,22,19,21,10,6,6199,1706,1028,10,7,4,76,42.5,9,0,0,2,2,19,0,1,2,6,14,0,0,1,2,20,5,8,3,6,1
01730913,5,1,40,75,6272,36,30,18,7,4,1404,518,346,6,3,1,35,12,4,0,0,1,2,37,1,0,5,7,27,0,0,1,1,38,24,12,3,1,0
01730937,3,7,15,25,11685,12,10,16,12.5,9,7144,5842.5,4541,8,6,4,77,77,77,0,0,0,0,15,0,0,1,1,13,0,0,1,0,14,3,0,3,3,6
01731033,6,3,20,31,5806,18,15,24,15.5,7,4754,2903,1052,13,9,5,85,85,85,0,0,0,0,20,0,0,3,4,13,0,0,0,2,18,5,4,4,7,0
01731040,3,8,36,55,9854,36,32,29,27.5,26,5602,4927,4252,20,16.5,13,14,14,14,0,0,2,4,30,1,0,4,8,23,1,1,1,5,28,6,10,10,6,4
01731071,4,1,10,11,1255,10,8,3,1.5,1,529,156,39,2,1,1,27,12,5,0,0,0,0,10,0,0,0,1,9,0,0,0,1,9,3,2,2,2,1
01731194,3,7,10,15,3602,10,9,14,7.5,1,3497,1801,105,8,4.5,1,3,3,3,0,0,2,1,7,1,0,1,4,4,0,1,1,0,8,2,2,4,1,1
01731248,4,2,49,60,5330,46,39,23,15,7,1870,1339,782,14,11.5,6,57,9,6,0,0,0,3,46,0,4,3,9,33,0,2,3,6,38,21,15,7,3,3
01731316,4,1,17,23,3108,17,12,10,7,6,1285,1230,593,7,4,3,72,49,26,0,0,1,2,14,0,0,0,3,14,0,1,0,0,16,7,3,4,3,0
01731415,4,1,60,80,21380,49,39,12,4,1,6620,765,18,9,2,1,16,5,2,0,2,1,12,45,2,0,3,8,47,2,4,7,7,40,13,11,14,6,16
01731422,3,1,42,46,7224,36,25,10,3,1,2246,393.5,101,8,2,1,21,8,1,0,0,1,8,33,0,0,5,3,34,0,1,9,5,27,3,15,11,8,5
01731569,5,1,63,82,8617,62,43,9,7,1,1402,686,90,6,4,1,19,8.5,1,0,0,1,3,59,0,2,7,11,43,1,0,1,8,53,26,26,6,2,3
01731590,4,1,77,89,8766,58,46,21,16.5,5,3096,1433.5,574,17,12.5,4,39,15,2,0,1,0,5,71,1,1,5,18,52,1,1,1,1,73,30,16,22,7,2
01731606,4,2,7,10,2638,7,6,8,5,2,2082,1319,556,5,3,1,35,35,35,0,0,0,1,6,0,1,0,0,6,0,0,0,1,6,4,1,1,0,1
01731712,3,1,28,42,11761,27,18,14,6,4,4187,2107,524,9,3,1,81,5.5,1,0,0,2,2,24,0,0,0,5,23,0,4,4,3,17,4,5,7,9,3
01731774,3,1,7,10,1309,7,6,7,5,3,865,654.5,444,5,3,1,29,29,29,0,0,0,1,6,0,0,0,1,6,0,1,0,0,6,0,3,3,1,0
